"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
11,11,4,1,5,1,5,12,6,5
19,17,3,1,8,2,7,17,3,5
20,18,4,1,7,2,6,15,2,6
20,20,7,1,7,2,6,13,5,4
17,16,4,4,6,1,5,14,3,5
17,13,3,2,7,3,5,16,1,5
12,13,6,1,7,3,5,9,3,4
15,13,5,4,4,4,3,15,3,6
10,10,6,2,6,1,5,14,5,5
7,10,5,1,2,3,3,10,1,7
13,12,4,2,5,4,2,11,0,4
15,15,3,0,5,0,1,14,2,5
18,20,5,0,3,1,1,17,4,6
20,21,2,0,6,3,4,17,0,5
16,15,5,2,8,4,4,10,3,6
16,16,3,0,6,1,1,12,3,7
14,15,4,1,5,2,1,13,0,6
11,15,6,2,4,3,3,15,4,8
11,10,5,3,4,4,3,14,1,7
9,7,4,2,5,2,4,6,3,5
11,12,7,1,5,1,2,9,2,6
18,19,3,0,7,1,0,15,0,7
17,17,1,2,6,2,1,13,0,5
19,18,3,0,7,1,0,10,1,8
15,15,5,3,6,3,2,12,0,5
17,19,1,1,4,1,4,11,0,6
16,13,6,0,4,6,3,8,0,6
15,15,6,4,2,3,8,16,5,8
