"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
10,8,7,0,63,462,122,106,12,18
9,14,0,4,59,390,99,81,23,14
7,11,4,10,57,387,100,78,16,8
15,6,7,3,55,392,100,80,12,14
11,10,4,0,27,56,39,37,11,16
10,9,6,5,19,27,19,26,10,14
9,10,2,9,25,39,31,38,17,16
9,12,1,4,26,53,41,42,16,22
11,7,9,4,19,33,27,29,9,15
14,9,2,0,48,227,92,93,16,21
9,16,1,0,64,461,124,104,21,18
10,11,2,11,60,394,106,76,21,12
8,7,0,2,52,388,104,85,13,16
11,10,5,0,53,390,102,83,15,19
8,12,3,3,32,56,40,35,16,14
12,11,3,5,19,27,20,24,15,14
10,10,6,6,24,39,31,34,16,14
10,10,6,5,26,53,36,46,13,21
8,7,7,2,19,33,26,31,10,18
11,10,2,2,52,227,89,91,17,15
9,11,0,2,66,462,126,96,20,17
13,5,7,1,52,395,102,81,10,16
15,11,4,0,54,390,97,80,14,16
11,17,0,0,58,390,97,73,21,15
9,14,5,6,29,58,40,36,12,10
10,10,5,6,19,28,21,24,15,11
9,9,6,4,21,39,32,36,17,17
10,7,7,0,24,52,36,49,9,23
10,13,5,4,21,33,25,28,15,17
9,13,0,4,50,225,94,86,21,16
15,9,5,6,59,461,125,102,16,13
11,9,7,3,54,394,98,84,15,15
11,16,1,0,55,387,100,73,13,18
4,9,2,0,57,386,105,77,17,14
11,8,4,8,30,58,39,36,13,11
9,9,7,6,16,26,23,24,12,14
9,9,6,5,22,41,28,38,13,17
9,12,1,0,25,52,36,45,15,25
10,11,6,4,21,32,28,27,13,16
9,6,3,6,49,226,97,93,17,15
18,9,3,6,53,462,123,105,15,17
15,15,2,4,53,399,104,75,13,17
8,9,0,0,55,390,105,77,20,15
9,11,1,1,56,393,105,81,11,6
12,8,9,8,29,57,37,36,10,12
9,9,7,3,17,28,21,24,12,16
6,12,4,1,23,39,27,33,16,22
9,14,3,3,26,52,37,42,16,19
10,7,5,5,20,34,25,31,15,13
12,8,8,4,50,228,92,91,11,17
7,13,4,0,60,462,120,99,15,23
7,13,0,0,59,400,107,74,24,16
15,7,5,7,61,391,101,78,15,7
12,5,4,5,52,399,96,84,13,14
11,13,8,4,30,58,39,33,12,17
9,14,7,6,17,27,23,21,12,15
12,13,2,5,23,38,31,34,17,16
14,9,5,7,27,53,35,45,14,19
10,11,9,8,24,35,25,30,10,17
7,11,0,0,51,226,95,87,19,22
11,13,0,0,66,459,130,94,22,16
17,5,1,9,60,402,103,84,14,11
5,7,5,3,54,396,101,79,11,15
8,16,5,0,60,397,106,73,17,19
11,10,4,5,30,58,39,36,15,14
11,8,3,4,16,26,24,24,15,14
9,9,8,9,22,40,30,37,12,15
9,9,7,6,26,53,33,45,14,21
10,13,4,4,23,34,30,26,12,19
14,12,3,5,54,226,97,89,15,15
15,3,0,2,63,460,123,105,17,19
8,10,7,0,55,402,105,79,11,18
4,16,1,1,55,394,105,73,15,14
10,9,0,0,63,394,102,76,19,10
14,10,3,4,30,58,37,37,14,12
9,10,8,6,18,28,22,24,11,16
9,7,5,3,23,38,34,33,16,24
12,13,1,4,27,51,37,42,16,21
