"V2","V3","V4","V5","V6","V7","V8","V9"
14,4,1,5,2,4,11,3
18,5,1,7,0,1,9,0
20,5,3,5,0,3,9,2
21,4,4,5,3,0,8,2
11,5,2,7,0,3,6,2
17,3,2,5,0,3,5,1
6,3,1,4,4,1,8,0
11,7,4,2,4,2,7,2
13,5,1,3,5,2,9,2
20,3,0,5,2,0,11,1
20,3,2,4,2,2,10,1
17,4,2,4,3,0,8,1
13,6,2,4,2,1,7,1
17,4,1,3,2,2,9,4
6,4,1,4,3,2,6,1
10,6,2,4,2,2,9,2
12,5,0,7,1,6,11,2
17,3,1,5,0,0,9,0
19,3,2,2,1,0,9,0
18,5,0,4,2,1,7,2
12,5,1,6,2,2,8,3
18,2,2,2,3,4,7,0
8,5,3,4,1,3,8,1
11,7,3,5,0,2,9,4
10,5,1,7,2,4,11,2
16,5,1,4,0,2,8,0
18,5,1,3,0,0,10,1
18,3,1,5,1,3,9,1
12,3,1,4,2,1,8,0
17,7,3,4,2,0,6,1
7,3,2,6,5,3,7,0
10,8,5,5,4,2,9,3
13,6,3,5,2,2,10,6
15,2,2,7,1,3,10,0
16,3,1,5,0,0,8,0
16,4,2,6,2,3,8,2
13,3,1,6,1,3,8,2
17,3,0,6,2,4,8,1
9,7,2,2,2,0,7,1
10,10,2,5,2,3,11,2
13,5,0,2,4,4,10,4
18,2,2,4,2,1,10,1
18,6,0,3,1,1,8,1
19,4,0,2,4,2,9,4
11,3,2,3,3,1,8,1
17,3,2,5,0,1,7,3
7,3,5,3,3,2,9,2
9,6,3,6,1,0,7,0
12,7,1,4,2,0,9,3
17,1,1,7,0,0,12,1
17,5,4,4,1,1,10,0
17,4,1,7,4,1,8,1
14,3,3,5,3,0,8,1
18,3,3,5,2,1,8,2
6,3,3,5,3,2,8,1
10,7,1,5,1,3,9,1
13,5,3,8,1,3,9,3
16,4,1,8,3,1,11,0
17,4,2,8,0,2,10,0
16,5,2,6,2,1,7,1
11,6,5,4,2,1,7,1
17,4,2,6,2,3,8,0
9,4,1,4,2,3,8,4
12,7,2,5,3,3,12,1
11,3,2,7,3,3,10,0
14,3,0,6,1,0,7,0
20,5,0,5,0,0,8,0
19,4,0,7,2,4,11,0
12,3,3,3,2,2,5,2
17,7,0,5,2,0,7,0
5,3,2,6,3,1,7,3
9,7,1,5,3,2,8,2
13,3,3,4,4,3,9,1
15,3,4,5,2,2,13,0
17,4,1,5,0,0,8,3
18,4,3,6,0,0,11,0
11,3,4,4,2,4,6,2
18,3,1,3,1,5,8,3
7,4,1,5,2,2,7,1
9,4,3,5,4,2,9,2
11,5,0,8,3,2,10,1
13,4,0,5,1,0,9,1
19,4,0,4,0,0,12,0
17,3,1,7,4,3,8,1
11,6,1,7,4,2,5,2
16,4,1,4,3,0,9,0
7,6,3,6,4,2,8,4
11,5,4,5,3,3,9,3
11,6,2,6,2,1,11,2
15,6,1,9,2,2,9,1
18,5,1,6,1,1,9,2
17,4,1,4,0,0,9,1
10,6,0,1,1,0,8,1
17,4,1,2,1,2,6,0
7,5,3,3,2,1,9,2
11,5,2,2,3,3,9,3
11,5,3,2,2,4,8,3
16,5,3,4,2,0,8,2
18,6,0,1,0,0,10,1
18,4,1,2,1,2,6,2
11,6,1,3,3,2,7,4
16,4,2,3,2,2,7,2
7,3,3,4,1,0,10,1
11,4,3,1,2,2,8,2
10,6,2,1,2,3,7,1
17,3,2,3,2,0,13,0
18,3,2,1,0,0,10,2
17,4,2,2,2,3,6,0
11,2,2,4,4,2,7,1
19,2,2,2,0,1,7,0
7,3,3,4,3,0,9,2
12,4,3,4,3,4,8,2
10,6,0,2,2,2,12,4
17,4,1,2,4,1,11,0
19,5,2,1,1,0,12,2
20,4,1,2,0,1,9,0
10,5,3,2,3,3,6,1
18,3,1,2,3,2,9,1
8,5,1,0,1,1,5,3
10,8,3,3,3,2,10,4
12,6,1,3,3,0,9,3
17,6,3,3,0,0,8,2
16,6,3,1,1,1,9,4
18,6,0,1,3,2,9,0
12,5,2,4,3,0,6,3
18,3,2,2,0,0,7,2
7,5,2,3,3,2,6,0
10,7,3,3,3,1,9,1
10,3,2,1,2,4,7,0
16,4,1,3,1,0,10,0
17,4,2,4,0,1,9,1
15,5,2,1,2,3,6,2
12,5,2,5,4,2,6,3
17,3,0,3,1,1,8,1
9,4,1,3,2,5,6,1
9,5,1,2,3,2,9,2
11,3,4,3,2,3,11,1
16,4,3,3,1,1,9,0
18,4,1,3,0,2,11,1
16,3,0,0,1,3,10,0
13,4,2,4,3,3,8,0
17,2,1,5,0,2,10,1
5,6,2,3,0,3,8,1
10,7,4,3,6,1,8,4
13,4,3,2,2,2,11,4
16,5,1,3,1,3,11,0
18,5,2,1,0,1,11,1
19,2,0,1,1,0,8,0
12,4,2,2,1,2,6,0
18,4,3,4,0,0,9,0
7,3,3,3,1,5,6,3
9,7,3,2,2,2,7,2
11,6,1,2,3,4,8,2
16,2,0,1,1,2,7,3
18,6,1,3,1,0,8,1
17,6,1,4,1,1,8,1
10,3,1,3,4,4,4,3
17,4,2,2,1,1,7,3
7,6,2,1,2,3,10,2
12,3,1,1,4,3,9,2
12,6,2,5,2,3,10,3
16,5,2,4,1,2,11,2
20,5,2,2,1,0,10,0
16,5,0,1,1,3,8,1
12,3,2,2,2,4,5,1
18,6,1,3,1,0,7,1
7,4,1,2,6,7,15,5
11,6,2,7,13,8,26,6
13,6,4,2,11,6,20,3
16,3,0,2,39,8,58,7
19,7,1,5,36,8,65,7
20,6,3,2,20,7,36,6
11,6,0,2,11,6,16,7
18,4,0,4,13,6,19,7
9,4,3,3,15,6,21,3
11,5,1,2,21,6,28,2
11,8,3,2,17,6,18,2
15,4,0,0,51,7,45,0
12,6,0,4,48,6,45,0
15,5,3,2,32,10,29,0
13,4,1,5,19,8,19,1
13,5,0,3,17,4,17,1
10,7,3,4,14,6,17,3
12,6,4,0,22,7,21,1
12,6,1,3,16,5,14,1
14,3,0,2,55,7,31,1
14,4,3,2,64,9,31,0
18,6,0,2,33,6,22,0
15,3,2,4,23,6,18,2
15,5,4,3,21,4,16,2
8,5,1,7,13,6,17,4
7,7,2,6,16,7,22,8
6,7,2,5,14,6,14,1
10,6,0,6,43,8,26,0
6,1,1,4,50,7,29,1
10,3,3,4,29,6,21,0
11,6,2,6,20,7,16,2
8,4,0,5,18,6,14,1
9,5,2,6,14,7,18,4
13,6,2,6,15,9,22,5
8,7,2,8,14,6,15,3
14,5,0,5,35,8,28,4
11,6,0,6,45,8,30,5
14,5,2,6,24,8,20,2
14,4,2,8,18,9,14,3
11,4,1,4,16,6,14,5
7,5,2,6,15,5,17,2
11,6,3,4,18,6,22,5
11,7,4,6,16,5,17,4
15,9,1,7,39,6,29,1
13,2,0,6,47,7,30,3
13,3,0,4,26,6,21,3
13,5,1,6,19,8,19,3
15,3,2,4,18,7,15,2
10,3,1,3,15,5,18,4
10,8,3,5,19,8,22,3
9,6,0,4,16,6,16,2
14,5,0,2,37,4,26,2
12,2,0,2,44,4,26,3
13,2,2,3,25,3,19,2
13,3,0,6,19,3,14,1
12,4,0,4,20,4,12,1
10,5,1,2,10,4,17,3
14,6,5,5,16,6,18,3
11,7,0,3,14,4,13,4
15,1,0,2,30,2,22,3
15,1,1,0,39,5,26,0
15,5,0,1,23,3,17,2
16,7,0,1,19,2,14,5
13,2,5,1,15,2,14,5
11,4,4,2,15,4,18,5
14,4,4,5,17,3,20,4
12,5,0,4,16,2,13,3
17,4,2,2,31,0,20,2
15,5,1,1,35,0,21,6
15,4,0,3,23,3,16,1
15,4,0,3,16,2,11,1
16,2,2,4,16,5,12,6
8,3,3,4,12,4,16,4
13,8,2,2,17,3,21,5
12,5,3,3,16,4,15,6
15,2,2,3,30,2,22,4
17,7,0,0,35,3,21,4
17,3,0,2,25,2,18,2
15,4,3,0,16,3,12,5
13,3,1,0,16,3,12,5
11,3,5,1,11,4,16,6
12,5,3,1,15,1,20,5
12,6,2,1,14,4,14,7
17,6,2,0,28,0,22,1
19,5,2,0,32,0,18,3
15,4,0,2,21,1,18,3
14,7,2,0,16,4,14,5
16,2,3,2,17,3,12,3
11,2,4,7,10,3,15,8
12,6,1,5,14,3,19,7
13,6,5,4,15,4,11,5
17,3,2,3,32,1,14,4
16,4,1,1,31,0,12,7
15,5,2,2,21,2,11,3
16,4,4,2,16,1,8,5
19,2,2,3,15,1,10,6
10,6,0,3,8,5,15,5
15,7,2,3,8,4,17,3
11,5,3,3,6,3,10,7
13,5,0,4,9,0,13,3
19,4,0,2,9,1,13,4
20,2,0,3,10,2,11,2
15,4,0,3,7,2,9,6
19,4,0,5,8,2,10,3
9,3,2,3,5,3,15,6
11,7,3,1,4,4,16,4
14,4,3,0,4,3,11,7
18,6,0,1,1,1,14,4
17,3,1,0,0,0,14,5
21,4,2,1,1,2,12,1
16,4,4,2,4,4,8,5
21,4,0,1,2,2,9,5
11,6,2,2,4,3,13,6
14,4,4,5,5,3,14,7
13,6,1,1,3,0,9,6
17,4,0,2,3,2,13,5
19,1,0,0,1,3,11,5
19,5,0,0,5,0,10,5
13,5,2,3,3,2,8,5
19,3,2,0,1,4,9,3
9,4,0,5,1,0,11,3
12,4,1,4,2,2,13,3
13,4,0,1,2,4,10,0
16,4,0,3,1,1,12,1
19,2,1,1,1,0,10,0
19,2,0,2,2,5,12,0
12,3,2,3,4,3,6,1
18,3,1,0,2,0,9,2
8,7,4,0,0,2,8,0
8,3,1,4,1,4,8,2
11,6,0,4,1,1,8,3
14,7,1,2,1,0,11,0
19,6,0,4,0,2,11,0
17,4,0,3,4,1,9,2
10,7,3,6,2,3,7,1
18,5,0,0,0,0,8,2
6,2,2,0,2,2,7,2
7,4,1,3,2,1,7,2
9,4,2,4,2,0,13,3
18,2,4,0,1,2,12,1
16,5,1,0,0,1,12,1
15,2,2,2,1,0,12,3
13,3,4,4,2,3,8,2
15,3,0,1,3,2,7,2
6,2,1,0,0,2,6,1
12,6,1,3,2,4,6,1
9,6,0,3,2,1,9,2
17,4,1,1,1,2,11,0
20,7,2,1,2,3,10,0
17,4,0,0,3,0,7,1
12,5,3,3,1,3,8,0
20,3,3,3,2,3,6,1
4,5,0,2,1,0,5,3
10,5,2,5,1,2,9,1
11,5,2,2,2,2,10,3
15,5,0,2,2,3,9,3
18,5,0,4,1,2,11,1
18,3,2,1,4,1,10,2
12,6,1,2,1,4,7,3
17,5,0,3,2,3,9,2
6,2,0,1,1,1,7,4
8,4,1,4,3,3,10,2
9,4,5,3,2,1,9,4
17,5,0,6,0,0,13,2
15,6,0,2,1,1,10,3
17,2,0,0,3,2,10,2
11,4,1,4,2,1,8,2
15,5,0,2,0,2,7,2
7,2,2,1,3,1,5,2
8,6,1,4,4,2,10,0
12,2,5,4,1,0,10,1
16,4,0,2,1,1,12,1
18,5,1,4,3,1,11,0
19,1,2,4,2,1,10,0
12,3,3,3,2,1,6,3
18,5,1,2,1,2,6,3
8,1,2,1,0,1,6,1
9,6,2,2,0,1,10,3
12,5,3,3,2,3,11,2
17,2,1,1,2,0,14,1
19,5,2,3,2,0,12,0
17,2,2,4,0,1,10,2
13,4,4,1,3,2,7,1
20,5,2,2,1,0,9,0
4,4,1,3,3,2,5,3
7,5,2,3,4,2,8,0
11,6,2,7,3,4,7,2
14,5,0,2,0,4,11,3
16,6,0,3,2,2,13,0
17,6,0,5,2,1,9,4
9,5,3,5,1,4,6,3
17,7,3,3,1,3,11,2
8,2,2,4,1,0,7,1
9,3,3,4,1,4,10,3
13,5,2,4,2,3,12,2
17,5,0,5,2,0,12,2
19,4,0,5,0,2,11,0
17,6,0,2,3,2,11,3
