"V2","V3","V4","V5","V6","V7","V8","V9"
10,5,0,53,390,102,83,15
10,6,6,24,39,31,34,16
10,6,5,26,53,36,46,13
7,7,2,19,33,26,31,10
10,2,2,52,227,89,91,17
11,0,2,66,462,126,96,20
5,7,1,52,395,102,81,10
11,4,0,54,390,97,80,14
17,0,0,58,390,97,73,21
9,6,4,21,39,32,36,17
7,7,0,24,52,36,49,9
13,5,4,21,33,25,28,15
13,0,4,50,225,94,86,21
9,5,6,59,461,125,102,16
9,7,3,54,394,98,84,15
16,1,0,55,387,100,73,13
9,2,0,57,386,105,77,17
9,6,5,22,41,28,38,13
12,1,0,25,52,36,45,15
11,6,4,21,32,28,27,13
6,3,6,49,226,97,93,17
9,3,6,53,462,123,105,15
15,2,4,53,399,104,75,13
9,0,0,55,390,105,77,20
11,1,1,56,393,105,81,11
12,4,1,23,39,27,33,16
14,3,3,26,52,37,42,16
7,5,5,20,34,25,31,15
8,8,4,50,228,92,91,11
13,4,0,60,462,120,99,15
13,0,0,59,400,107,74,24
7,5,7,61,391,101,78,15
5,4,5,52,399,96,84,13
13,2,5,23,38,31,34,17
9,5,7,27,53,35,45,14
11,9,8,24,35,25,30,10
11,0,0,51,226,95,87,19
13,0,0,66,459,130,94,22
5,1,9,60,402,103,84,14
7,5,3,54,396,101,79,11
16,5,0,60,397,106,73,17
9,8,9,22,40,30,37,12
9,7,6,26,53,33,45,14
13,4,4,23,34,30,26,12
12,3,5,54,226,97,89,15
3,0,2,63,460,123,105,17
10,7,0,55,402,105,79,11
16,1,1,55,394,105,73,15
9,0,0,63,394,102,76,19
7,5,3,23,38,34,33,16
13,1,4,27,51,37,42,16
9,3,7,18,36,25,31,14
10,5,2,49,227,96,89,14
13,8,0,65,460,128,96,19
5,0,8,59,400,102,84,22
10,0,7,57,396,98,80,14
9,2,0,53,396,108,78,12
12,3,6,25,38,30,35,15
6,2,4,27,50,35,46,16
10,6,4,21,35,27,27,10
16,7,4,50,224,98,88,15
13,0,8,70,459,125,96,21
9,0,4,60,398,102,84,20
5,3,0,56,393,102,82,10
15,7,4,57,391,108,76,9
10,3,5,21,40,28,37,16
9,6,3,24,53,36,45,12
12,6,1,20,33,29,28,12
15,7,2,51,225,92,87,18
12,0,9,60,459,126,99,22
4,0,0,54,399,100,86,15
14,8,5,52,387,103,76,7
14,5,0,63,390,107,75,13
9,6,7,20,42,28,36,13
10,5,0,27,51,39,47,15
11,7,4,21,33,27,25,13
11,0,4,49,228,94,90,18
8,1,3,55,461,122,106,17
12,9,4,57,392,109,79,11
13,5,0,60,388,107,78,14
16,1,4,57,392,98,76,23
9,6,5,20,40,29,36,12
13,6,1,27,49,38,42,15
11,6,5,22,35,29,30,14
10,0,7,45,227,92,91,19
6,2,3,58,457,127,102,14
12,8,0,59,393,110,77,17
15,0,4,58,389,96,74,16
12,0,2,50,392,99,82,15
11,5,4,23,37,33,34,12
14,5,0,27,51,37,41,14
13,5,6,18,35,23,28,13
8,3,1,46,226,92,92,18
9,6,0,65,453,124,99,16
16,0,0,59,392,99,75,18
17,0,6,54,385,98,77,20
15,6,4,54,384,97,80,10
9,5,3,24,40,31,33,14
12,2,3,26,54,33,42,16
10,6,4,20,34,26,29,11
11,6,3,52,224,96,90,14
14,8,0,64,458,124,95,20
11,1,2,55,391,94,77,15
8,1,3,58,382,97,79,9
11,3,2,61,386,104,81,14
12,2,5,19,41,27,34,17
11,2,6,25,51,36,48,14
10,8,1,24,33,27,29,12
12,3,1,52,227,95,86,18
16,0,3,56,458,122,94,19
13,4,6,55,392,95,84,12
3,8,0,59,384,100,78,12
11,6,0,52,386,104,77,12
10,2,8,21,39,29,39,16
9,6,3,28,51,38,47,14
14,6,6,22,36,29,26,13
11,0,5,43,226,92,91,18
14,1,9,58,453,119,102,16
9,10,1,60,384,101,78,15
8,6,3,47,378,101,77,14
17,0,6,51,382,97,74,21
8,10,3,23,37,29,37,11
10,4,2,27,54,40,45,15
13,2,5,23,36,27,29,15
12,1,6,48,223,89,88,17
8,5,0,60,444,117,101,17
12,6,4,48,369,98,79,15
8,1,7,50,367,92,76,15
7,2,5,51,367,89,76,16
11,5,5,23,41,32,36,14
10,6,5,22,54,38,42,14
11,3,7,20,36,27,28,14
11,3,6,43,220,86,91,15
14,7,0,56,432,113,99,12
9,3,5,46,362,100,78,13
13,0,7,44,355,91,74,19
11,3,0,53,355,86,76,13
12,6,6,20,38,31,36,14
10,3,7,26,53,38,44,16
11,7,7,22,35,26,27,13
9,4,0,41,218,83,91,17
10,4,8,46,427,113,102,11
13,0,4,41,344,94,73,15
7,5,0,47,341,87,75,17
10,6,5,50,338,87,74,13
10,5,6,18,40,31,35,14
11,2,7,21,51,34,44,16
12,6,0,24,34,25,30,13
6,4,1,40,218,89,92,14
17,2,7,44,424,115,98,17
10,0,2,49,338,86,76,19
6,6,0,45,328,86,74,11
8,4,3,42,328,86,76,11
11,2,4,20,40,26,35,17
11,6,0,28,50,33,42,14
10,4,6,18,35,29,28,12
14,0,3,32,219,87,85,19
12,0,0,50,423,107,95,19
11,7,0,47,321,91,74,9
10,0,5,38,315,90,73,13
21,0,4,37,321,84,67,21
8,9,3,21,37,29,32,13
11,4,4,20,53,35,42,17
13,5,4,18,36,24,30,13
12,1,2,37,218,84,91,12
11,5,0,45,412,113,95,17
12,0,7,40,315,88,73,21
12,0,0,41,309,85,69,10
11,5,3,37,308,84,76,15
13,4,5,17,39,29,33,14
10,4,3,22,51,32,42,15
11,7,2,24,35,26,29,10
9,2,1,36,216,85,89,13
17,0,7,38,414,113,92,22
13,6,0,38,306,85,73,10
7,5,0,38,299,78,76,13
10,0,7,38,300,83,73,13
10,5,6,18,38,30,34,15
9,7,3,22,52,31,41,14
10,2,3,22,35,26,30,9
12,2,2,38,214,88,91,14
9,12,0,37,416,109,93,24
8,4,3,33,306,89,71,14
11,0,5,38,299,80,79,13
15,3,0,42,305,82,74,16
12,5,2,18,40,26,33,15
12,6,1,23,48,31,43,11
9,3,6,19,34,27,28,13
12,0,3,35,218,88,85,15
14,10,2,41,420,114,91,10
11,6,0,42,312,86,72,12
10,2,0,44,309,87,75,14
17,0,8,40,309,84,67,19
11,7,3,23,35,27,36,9
10,1,7,24,49,35,44,14
14,5,4,16,33,27,26,12
9,9,3,36,220,85,87,10
10,3,0,51,423,109,96,11
15,0,1,47,318,90,72,18
17,0,3,36,312,85,68,18
7,6,0,36,314,86,75,10
11,2,5,22,37,28,32,17
12,5,5,19,49,35,43,12
9,7,3,17,33,23,29,12
5,3,0,39,221,86,89,11
12,0,4,51,423,108,95,13
12,0,1,43,315,90,71,18
4,8,0,36,314,85,74,10
14,1,2,40,314,80,72,11
13,4,5,17,38,29,31,13
11,7,4,21,50,32,44,12
8,5,3,21,34,26,29,10
18,0,3,45,219,85,84,17
15,0,7,47,424,114,92,21
8,6,2,38,320,87,78,8
11,5,0,45,312,83,70,11
11,0,0,48,313,84,69,16
9,8,1,17,39,27,34,13
10,5,0,24,49,33,44,12
15,4,5,22,33,26,26,13
12,0,3,40,220,88,88,17
8,12,0,45,424,108,100,10
13,4,0,49,318,86,71,11
15,0,1,43,313,85,70,20
9,7,5,35,314,87,72,13
11,5,3,21,37,26,34,11
12,4,3,24,49,36,45,18
7,5,5,20,32,26,29,14
10,8,5,40,220,82,89,13
15,0,0,50,422,107,97,13
15,0,4,45,316,93,69,13
6,7,8,40,311,86,74,18
9,6,0,39,317,81,73,14
10,4,4,20,37,29,34,18
6,5,3,22,52,35,47,15
11,8,4,18,34,23,28,9
15,0,0,39,216,84,86,15
14,1,1,47,414,113,89,19
5,8,6,40,315,83,77,16
9,4,0,39,313,82,72,12
19,1,0,46,312,86,67,12
8,6,4,18,39,28,35,13
8,5,0,19,51,32,45,11
12,5,0,17,32,26,24,13
12,2,4,42,211,84,82,17
7,2,6,43,410,101,97,18
13,9,0,40,307,82,72,9
12,2,0,41,301,87,70,11
8,0,1,40,303,79,68,18
11,6,5,17,40,25,36,14
14,4,0,22,50,37,38,12
11,4,7,21,32,25,26,12
6,1,1,34,209,76,83,17
13,9,0,40,406,100,93,13
16,6,0,40,297,88,75,14
11,0,0,38,293,81,64,14
9,3,3,33,297,79,67,17
10,7,4,16,38,25,35,13
7,5,0,21,51,34,44,12
9,3,1,20,32,25,24,9
14,1,1,34,207,77,81,15
10,6,3,40,399,96,95,23
10,8,0,39,296,81,69,15
5,1,0,38,289,81,65,10
6,0,6,42,292,76,67,15
8,6,0,19,39,28,34,14
14,4,1,22,48,33,38,10
13,3,6,17,32,24,26,14
6,2,3,33,206,73,85,17
10,9,1,38,397,97,91,13
10,0,0,40,283,85,68,15
8,0,0,35,282,75,65,13
