"V2","V3","V4","V5","V6","V7","V8","V9"
14,4,0,6,0,13,11,3
12,4,3,4,2,15,8,4
15,2,4,4,0,11,8,8
13,4,4,5,2,7,14,10
10,3,6,5,4,7,9,8
11,5,4,6,3,7,13,12
17,3,0,8,0,7,11,15
18,4,1,3,1,8,11,16
18,0,4,4,2,10,9,16
14,4,1,6,3,8,9,13
14,4,1,6,1,5,10,12
14,6,3,5,3,5,13,11
8,6,1,6,1,4,10,6
11,4,3,3,0,7,9,8
17,3,1,4,0,9,7,15
15,4,0,7,4,10,11,14
16,3,0,4,0,9,10,10
15,5,5,5,2,9,8,8
13,4,2,3,2,13,8,9
11,5,4,5,2,7,14,8
10,1,6,4,4,9,8,9
11,3,2,7,4,8,13,10
13,3,1,8,0,7,15,9
15,4,2,8,0,6,17,12
17,1,1,5,2,10,10,11
14,3,0,5,4,9,10,9
15,2,0,8,2,6,12,9
11,6,5,4,5,3,13,5
8,2,2,6,3,2,7,3
11,7,1,11,3,2,14,2
14,3,3,9,0,1,16,3
19,2,2,6,0,2,14,5
17,3,1,7,3,1,13,4
10,5,0,7,6,2,12,1
16,3,2,7,2,4,12,3
12,4,5,6,2,5,15,3
7,3,3,3,1,7,7,4
9,5,0,4,2,3,12,3
16,4,0,8,2,2,16,2
18,4,1,8,1,7,18,2
18,3,3,6,2,6,13,6
13,5,2,7,2,5,11,3
13,3,0,6,2,3,11,2
13,3,3,2,3,5,16,5
10,3,1,4,5,4,12,5
9,7,1,3,3,4,14,1
16,4,3,3,0,5,19,1
20,1,2,1,2,5,17,4
18,5,0,0,3,3,15,2
14,5,1,4,3,4,16,1
18,1,0,3,3,3,14,3
12,5,1,5,8,2,17,2
12,2,4,3,6,6,19,4
12,5,4,0,4,8,15,4
18,4,0,0,6,5,24,1
20,5,0,3,11,5,28,0
19,2,1,2,6,5,21,4
16,3,2,1,5,5,14,3
18,4,1,0,7,6,15,0
14,4,4,5,11,5,16,4
13,5,1,2,11,2,16,4
15,8,2,3,10,2,13,0
18,2,0,5,14,0,18,1
24,4,2,4,14,3,17,1
24,6,2,2,18,2,13,0
20,4,0,2,20,1,13,0
19,4,0,4,17,0,15,0
14,6,2,2,13,3,16,1
11,8,2,3,12,2,18,1
14,5,3,6,11,3,13,5
21,4,3,5,16,3,15,2
21,5,0,1,21,1,17,0
19,3,0,0,22,0,15,0
18,0,0,1,20,1,11,6
21,3,1,3,17,1,11,0
12,7,2,4,13,3,15,1
13,6,2,4,10,2,19,4
16,4,5,7,13,3,14,4
21,5,5,4,17,5,15,1
19,5,0,2,17,2,18,0
20,3,4,3,18,1,16,0
21,1,3,5,21,3,8,5
21,2,4,4,16,2,11,1
12,3,5,7,6,4,17,6
14,5,5,8,7,7,13,5
13,5,6,5,6,5,14,4
17,7,3,3,7,2,20,1
23,2,1,5,8,4,19,3
19,1,3,6,4,6,14,5
